"","names","descriptions","total_funding","wordcount","average_score","score_sd","num_responses","funding_dummy","clean_text","dup1","dup2","match","Infrastructure","Telecommunications","Logistics","Small.and.Medium.Businesses","Hospitality","E.Commerce","Delivery","Mobile","Property.Management","NFC","Film.Distribution","Internet","RFID","Fashion","Mobile.Advertising","Social.Media","Agriculture","Internet.of.Things","Mobile.Devices","Information.Technology","Information.Services","Customer.Service","Tourism","Travel","Corporate.Training","Training","Financial.Services","Payments","Beauty","Location.Based.Services","News","Search","Shopping","Price.Comparison","Furniture","Education","Professional.Services","Real.Estate","Publishing","Outsourcing","Consulting","Social.Recruiting","Curated.Web","Non.Profit","Communities","Venture.Capital","Hardware","Software","Manufacturing","Credit","Banking","Marketing","Business.Intelligence","Social.Entrepreneurship","Oil.and.Gas","Legal","Satellite.Communication","Communications.Infrastructure","E.Commerce.Platforms","Health.Care","Shipping","SaaS","Supply.Chain.Management","Shipping.Broker","Business.Development","Technical.Support","Finance","Wholesale","PaaS","FinTech","Energy","Retail","Innovation.Management","Apps","Consumer","Employment","Waste.Management","Advertising","B2B","Solar","Content","Music","Billing","mHealth","Marketing.Automation","Nutrition","Child.Care","Clean.Energy","Market.Research","Video","Web.Development","Web.Design","Recycling","Water","Classifieds","CRM","Food.and.Beverage","Restaurants","Content.Discovery","Food.Delivery","Marketplace","Farmers.Market","Analytics","Broadcasting","Social.Media.Marketing","Digital.Media","Local","Automotive","Electronics","Advice","Transportation","Impact.Investing","Photo.Sharing","Handmade","Art","Content.Delivery","Project.Management","Children","Gaming","Enterprise.Software","Recruiting","Big.Data","Blogging.Platforms","Sports","Web.Hosting","Mobile.Apps","Medical","Wellness","Digital.Entertainment","Teenagers","Advertising.Platforms","Messaging","Emerging.Markets","Audio","Media.and.Entertainment","Video.Streaming","Mobile.Payments","Gift.Card","Cloud.Computing","Loyalty.Programs","Events","Brand.Marketing","Public.Relations","Web.Analytics","Digital.Marketing","Parenting","Identity.Management","Crowdfunding","SEO","Private.Social.Networking","Career.Planning","Consumer.Electronics","Skill.Assessment","EdTech","Gamification","X3D.Technology","Security","Wireless","Human.Resources","Colleges","College.Campuses","Universities","SMS","Text.Analytics","Guides","VoIP","Video.Chat","Video.Conferencing","Printing","Shoes","Crowdsourcing","File.Sharing","Local.Advertising","IT.and.Cybersecurity","Commercial.Real.Estate","Insurance","Construction","Collaboration","STEM.Education","Cryptocurrency","Developer.APIs","Food.Processing","Building.Material","Fitness","Charity","Bitcoin","Android","Farming","Ticketing","Coworking","Computer","Underserved.Children","Subscription.Service","Film","Video.on.Demand","IaaS","Cyber.Security","Incubators","Service.Industry","Task.Management","Document.Management","Primary.Education","Social.Bookmarking","Mechanical.Design","Industrial.Engineering","Energy.Storage","Journalism","Social.CRM","ICT","Accounting","Leisure","Taxi.Service","Cloud.Data.Services","Industrial","Graphic.Design","Developer.Tools","Organic","Car.Sharing","Coffee","country","funding_rounds","funding_type","investors"
"515","Nairobi Garage","The Nairobi Garage is one of 3 co-working tech hubs in Africa – There are also Garages in Cape Town and Lagos. Our vision is for Africa to be a power-house of tech, innovation and entrepreneurship, and our hubs are home to those making that happen. By providing affordable, flexible office space, the Garages allow companies to focus on what is important – growing their business. We do more than provide a practical and effective office solution – we create the environment for young businesses to build networks, share ideas and collaborate on new projects. The Garages are the go-to places for entrepreneurship, investment and tech in Africa.",0,104,0.517241379310345,0.508547627715608,15,0,"nairobi garage one working tech hubs garages cape town lagos vision power house tech innovation entrepreneurship hubs home making happen providing affordable flexible office space garages allow companies focus important growing business provide practical effective office solution create environment young businesses build networks share ideas collaborate new projects garages go places entrepreneurship investment tech",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"516","Nairobi Securities Exchange","Nairobi Securities Exchange is One of the largest Securities in Africa.",0,11,0.161290322580645,0.373878250552983,5,0,"nairobi securities exchange one largest securities",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"517","Nandimobile","Nandimobile Ltd is a technology startup located in Accra Ghana, West Africa.    Nandimobileâ€™s objective is to leverage the high global mobile penetration rates to create mobile customer service technology that enables businesses to connect to their customers through their mobile phones and easily engage, inform and manage their customer relationships.",0,50,0.314285714285714,0.471008215953605,11,0,"nandimobile ltd technology startup located accra west nandimobileâ objective leverage high global mobile penetration rates create mobile customer service technology enables businesses connect customers mobile phones easily engage inform manage customer relationships",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ghana",0,"",""
"518","NASECO","NASECO is one of the largest seed companies operating in Uganda. It is located in Hoima district in Western Uganda and produces and trades in hybrid maize seed. Additional products include rice, groundnuts, sorghum, soya beans, beans and sunflower. Seed is marketed to stockists and numerous NGOs operating in Northern Uganda, Southern Sudan and Eastern Congo.",0,56,0.34375,0.482558704434814,11,0,"naseco one largest seed companies operating located hoima district western produces trades hybrid maize seed additional products include rice groundnuts sorghum soya beans beans sunflower seed marketed stockists numerous ngos operating northern southern sudan eastern congo",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uganda",0,"",""
"519","Nation Media Group","The Nation Media Group (NMG) founded by His Highness the Aga Khan in 1959 has become the largest independent media house in East and Central Africa. It has been quoted on the Nairobi Stock Exchange since the early 1970s.    As the leading multi-media house in the East African region, it has print as well as electronic media and the Internet which attracts a regular readership quite unparalleled in the region.    On the financial front, the Group's performance over the years has been outstanding even in the leaner economic periods in the country and shows continuous growth and profits for the company as well as the shareholders.",0,105,0.433333333333333,0.504006932993731,13,0,"nation media group nmg founded highness aga khan become largest independent media house east central quoted nairobi stock exchange since early leading multi media house east region print well electronic media internet attracts regular readership quite unparalleled region financial front group performance years outstanding even leaner economic periods country shows continuous growth profits company well shareholders",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"520","National Information Technology Development Agency","NITDA created to implement the Nigerian Information Technology Policy and co-ordinate general IT development in the country.",0,17,0.230769230769231,0.42966892442366,6,0,"nitda created implement information technology policy ordinate general development country",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"521","National Open University of Nigeria","The National Open University of Nigeria is a Federal Open and Distance Learning (ODL) institution, the first of its kind in the West African",0,24,0.463414634146341,0.504854482777451,19,0,"national open university federal open distance learning odl institution first kind west",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"522","Nativedge","Nativedge is a digital marketing and mobile apps firm based in Nigeria that is committed to helping businesses grow web traffic and revenue",0,23,0.2,0.406838102172486,6,0,"nativedge digital marketing mobile apps firm based committed helping businesses grow web traffic revenue",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"523","NBF Social Network","Social Commerce.    The idea was to create an environment where e-commerce ans social media merge to change the face of retail across the world.    the site provides an intriguing mix of facebook and e-bay. The objective is to create the worlds first social business portal where retail activities are carried out in a social community.    the site was rated by memeburn as one of the 30 brilliant ideas out of Africa. (http://memeburn.com/2012/03/25-brilliant-african-tech-startups/3al/)    At the moment, the company has signed an MOU with MasterCard worldwide, and its looking at launching in July 2012.    We need an investor to realise the full potential of this initiative.",0,104,0.615384615384615,0.492864058090144,24,0,"social commerce idea create environment commerce ans social media merge change face retail across world site provides intriguing mix facebook bay objective create worlds first social business portal retail activities carried social community site rated memeburn one brilliant ideas http memeburn brilliant tech startups al moment company signed mou mastercard worldwide looking launching july need investor realise full potential initiative",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"524","NCIC","The NCIC is a statutory body established under the National Cohesion and Integration Act (Act No.12 of 2008).    The Commission was borne out of the realization that long lasting peace, sustainable development and harmonious coexistence among Kenyans requires deliberate normative, institutional and attitudinal processes of constructing nationhood, national cohesion and integration.    The Commission draws its existence from the National Dialogue and Reconciliation Agreement signed in Nairobi on 1 February, 2008 by the Government; Party of National Unity (PNU) and Orange Democratic Movement (ODM) delegations, and witnessed by H.E. Kofi A. Annan for the Panel of Eminent African Personalities.    This Agreement formed the basis of the National Accord that H.E. President Mwai Kibaki and the Rt. Hon. Prime Minister Raila Amolo Odinga signed on 28 February, 2008 when the dialogue was officially launched.",0,127,0.486486486486487,0.506711709709532,18,0,"ncic statutory body established national cohesion integration act act commission borne realization long lasting peace sustainable development harmonious coexistence among kenyans requires deliberate normative institutional attitudinal processes constructing nationhood national cohesion integration commission draws existence national dialogue reconciliation agreement signed nairobi february government party national unity pnu orange democratic movement odm delegations witnessed h kofi annan panel eminent personalities agreement formed basis national accord h president mwai kibaki rt hon prime minister raila amolo odinga signed february dialogue officially launched",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"525","NCK Technologies","Realtime power outage notifications for power challenged communities.",0,8,0.8125,0.396557769456266,26,0,"realtime power outage notifications power challenged communities",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"526","Ndovu Card Limited","Ndovucard Limited is an Electronic and money transfer and payment solution company that uses the internet and mobile platform to provide mobile transfer solutions to clients through Barcodes and QR codes. With the patented innovative Barcode Encrypted Technology to the mobile payment systems, they guarantee a Secure, Fast, Convenient and Cost effective mode of payment.",0,55,0.205882352941176,0.410425630121905,7,0,"ndovucard limited electronic money transfer payment solution company uses internet mobile platform provide mobile transfer solutions clients barcodes qr codes patented innovative barcode encrypted technology mobile payment systems guarantee secure fast convenient cost effective mode payment",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"527","Nearest Locator","Tomato Jos not only produces the best quality tomato products but they also leave a foot print in the lives of those they encounter every day. At Tomato Jos they understand the importance of the combination of both quality agricultural inputs and an expert team to educate the farmers on the application of these inputs.",0,55,0.560975609756098,0.502433104393256,23,0,"tomato jos produces best quality tomato products leave foot print lives encounter every day tomato jos understand importance combination quality agricultural inputs expert team educate farmers application inputs",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"528","Netvertizo","A web based entertainment application called GRUMI.  Currently in its beta phase, this offers a previously deficient avenue for musicians, especially the independent/unsigned upcoming artistes to share free music with fans at very little cost and extreme ease, a discussion platform for users to interact with each other and also a free-to-stream internet radio.    Mission Statement: “Grooming [Grumi-ng] upcoming talent in the coolest colony of musicians and fans”     GRUMI aims not only to be competitive with industry leaders, but we plan to offer better service and user experience at very little cost and extreme ease. Our target audience are the numerous artistes in Nigeria, especially the upcoming talents who need a platform to freely share their music with their soon-to-be fans, the youth and young at heart who yearn for seamless access to new/old music and their desire to meet and interact with people daily via our discussion platform.    We are already live at http://grumi.com.ng, having launched December 26th, 2013. While still undergoing a lot of improvements, for now, GRUMI is operating on a fremium model to attract users but we will be introducing our premium services soon.",0,187,0.609756097560976,0.493864798324795,25,0,"web based entertainment application called grumi currently beta phase offers previously deficient avenue musicians especially independent unsigned upcoming artistes share free music fans little cost extreme ease discussion platform users interact free stream internet radio mission statement grooming grumi ng upcoming talent coolest colony musicians fans grumi aims competitive industry leaders plan offer better service user experience little cost extreme ease target audience numerous artistes especially upcoming talents need platform freely share music soon fans youth young heart yearn seamless access new old music desire meet interact people daily via discussion platform already live http grumi ng launched december th still undergoing lot improvements now grumi operating fremium model attract users introducing premium services soon",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"529","Newsfromafrica","Newsfromafrica is an independent online news agency that publishes news and feature stories written from an African perspective. It is an initiative of the Koinonia Community, a non-profit humanitarian organization that works among marginalized groups in Kenya, Zambia and Sudan.    Initially known as Africanews, the agency first went to press on 15 April 1996 as Africa’s very first electronic news bulletin. Our new domain name came into force in October 2003, following the realisation that many other upcoming news agencies had started using Africanews as the title of their bulletin. The new name provides a better reflection of the fact that the sources of the news and other publications are in Africa.",0,109,0.592592592592593,0.50071174413254,16,0,"newsfromafrica independent online news agency publishes news feature stories written perspective initiative koinonia community non profit humanitarian organization works among marginalized groups zambia sudan initially known africanews agency first went press april first electronic news bulletin new domain name came force october following realisation many upcoming news agencies started using africanews title bulletin new name provides better reflection fact sources news publications",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"530","NextDaySite.com","Khamo is a content aggregator with focus on offering entertainment content to front end media platforms all around the world. To this effect, we are partnering daily with various media platforms to give our clients the leverage to get their content available to their fans spread across the world.",0,49,0.351351351351351,0.483977514182461,13,0,"khamo content aggregator focus offering entertainment content front end media platforms around world effect partnering daily various media platforms give clients leverage get content available fans spread across world",FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"531","Ngcareers","VConnect is a managed marketplace connecting buyers and sellers in Nigeria.     VConnect.com started as a local search engine in 2011 and evolved to a market place to enhance it offering to its loyal buyers and seller.    VConnect, has over 1 Million Verified SMEs in Nigeria.",0,43,0.620689655172414,0.49380397379124,18,0,"vconnect managed marketplace connecting buyers sellers vconnect started local search engine evolved market place enhance offering loyal buyers seller vconnect million verified smes",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
